Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1,Matches,Unnamed: 34,Unnamed: 35,MP.1,Clube
Dimitri Payet,fr FRA,MF,38-243,,2,191.0,2.1,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,1.2,1.3,5.0,10.0,16.0,0.0,0.94,0.94,0.0,0.94,0.03,0.57,0.59,0.03,0.59,Matches,Vasco da Gama,https://fbref.com/en/squads/83f55dbe/Vasco-da-Gama-Stats,4.0,Vasco da Gama
Matheus França,br BRA,"MF,FW",21-240,,1,302.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,0.4,0.1,0.5,10.0,19.0,23.0,0.0,0.0,0.0,0.0,0.0,0.13,0.03,0.16,0.13,0.16,Matches,Vasco da Gama,https://fbref.com/en/squads/83f55dbe/Vasco-da-Gama-Stats,13.0,Vasco da Gama
Victor Luis,br BRA,DF,32-157,,1,183.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,0.1,0.0,0.1,2.0,12.0,11.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04,Matches,Vasco da Gama,https://fbref.com/en/squads/83f55dbe/Vasco-da-Gama-Stats,6.0,Vasco da Gama
Lucas Oliveira,br BRA,DF,29-298,,1,169.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Vasco da Gama,https://fbref.com/en/squads/83f55dbe/Vasco-da-Gama-Stats,7.0,Vasco da Gama
Thiago Mendes,br BRA,"MF,DF",33-257,,1,158.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,Matches,Vasco da Gama,https://fbref.com/en/squads/83f55dbe/Vasco-da-Gama-Stats,6.0,Vasco da Gama
Daniel Fuzato,br BRA,GK,28-146,,1,92.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Vasco da Gama,https://fbref.com/en/squads/83f55dbe/Vasco-da-Gama-Stats,2.0,Vasco da Gama
Juan Sforza,ar ARG,MF,23-286,,1,71.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,Matches,Vasco da Gama,https://fbref.com/en/squads/83f55dbe/Vasco-da-Gama-Stats,2.0,Vasco da Gama
Adson,br BRA,"FW,MF",25-052,,0,210.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.4,6.0,12.0,17.0,0.0,0.0,0.0,0.0,0.0,0.05,0.1,0.15,0.05,0.15,Matches,Vasco da Gama,https://fbref.com/en/squads/83f55dbe/Vasco-da-Gama-Stats,10.0,Vasco da Gama
Alex Teixeira,br BRA,"MF,FW",35-325,,0,118.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,0.0,0.3,2.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.26,0.26,0.26,Matches,Vasco da Gama,https://fbref.com/en/squads/83f55dbe/Vasco-da-Gama-Stats,9.0,Vasco da Gama
Gabriel Souza,br BRA,"FW,MF",20-326,,0,117.0,1.3,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.8,0.8,0.0,0.8,1.0,5.0,10.0,1.54,0.0,1.54,1.54,1.54,0.65,0.0,0.65,0.65,0.65,Matches,Vasco da Gama,https://fbref.com/en/squads/83f55dbe/Vasco-da-Gama-Stats,11.0,Vasco da Gama
Lukas Zuccarello,br BRA,FW,18-360,,0,24.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.29,0.0,0.29,Matches,Vasco da Gama,https://fbref.com/en/squads/83f55dbe/Vasco-da-Gama-Stats,2.0,Vasco da Gama
Leo Jacó,br BRA,"FW,MF",20-235,,0,16.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Vasco da Gama,https://fbref.com/en/squads/83f55dbe/Vasco-da-Gama-Stats,2.0,Vasco da Gama
Leandrinho,br BRA,DF,20-255,,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Vasco da Gama,https://fbref.com/en/squads/83f55dbe/Vasco-da-Gama-Stats,1.0,Vasco da Gama
Jean Meneses,cl CHI,FW,32-256,,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Vasco da Gama,https://fbref.com/en/squads/83f55dbe/Vasco-da-Gama-Stats,1.0,Vasco da Gama
Avellar,br BRA,DF,19-264,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Vasco da Gama,https://fbref.com/en/squads/83f55dbe/Vasco-da-Gama-Stats,0.0,Vasco da Gama
Guilherme Estrella,br BRA,MF,20-219,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Vasco da Gama,https://fbref.com/en/squads/83f55dbe/Vasco-da-Gama-Stats,0.0,Vasco da Gama
Euder,br BRA,MF,20-254,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Vasco da Gama,https://fbref.com/en/squads/83f55dbe/Vasco-da-Gama-Stats,0.0,Vasco da Gama
Phillipe Gabriel,br BRA,GK,19-277,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Vasco da Gama,https://fbref.com/en/squads/83f55dbe/Vasco-da-Gama-Stats,0.0,Vasco da Gama
Diego Minete,br BRA,FW,16-304,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Vasco da Gama,https://fbref.com/en/squads/83f55dbe/Vasco-da-Gama-Stats,0.0,Vasco da Gama
Pablo,br BRA,GK,22-289,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Vasco da Gama,https://fbref.com/en/squads/83f55dbe/Vasco-da-Gama-Stats,0.0,Vasco da Gama
Josef de Souza,br BRA,MF,36-289,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Vasco da Gama,https://fbref.com/en/squads/83f55dbe/Vasco-da-Gama-Stats,0.0,Vasco da Gama
Breno Vereza,br BRA,DF,18-085,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Vasco da Gama,https://fbref.com/en/squads/83f55dbe/Vasco-da-Gama-Stats,0.0,Vasco da Gama
Antonio Galeano,py PAR,FW,25-250,,35,2868.0,31.9,7.0,3.0,10.0,7.0,0.0,0.0,2.0,0.0,4.9,4.9,3.7,8.6,67.0,65.0,183.0,0.22,0.09,0.31,0.22,0.31,0.15,0.12,0.27,0.15,0.27,Matches,Ceará,https://fbref.com/en/squads/2f335e17/Ceara-Stats,35.0,Ceará
Willian Machado,br BRA,DF,29-014,,34,3039.0,33.8,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.8,0.8,0.4,1.2,11.0,63.0,8.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.04,0.02,0.04,Matches,Ceará,https://fbref.com/en/squads/2f335e17/Ceara-Stats,34.0,Ceará
Fabiano Souza,br BRA,DF,25-258,,32,2733.0,30.4,0.0,1.0,1.0,0.0,0.0,0.0,8.0,0.0,0.3,0.3,0.5,0.8,25.0,91.0,42.0,0.0,0.03,0.03,0.0,0.03,0.01,0.02,0.03,0.01,0.03,Matches,Ceará,https://fbref.com/en/squads/2f335e17/Ceara-Stats,32.0,Ceará
Pedro Raul,br BRA,FW,29-022,,31,2632.0,29.2,10.0,1.0,11.0,9.0,1.0,1.0,6.0,0.0,10.3,9.5,2.8,12.4,12.0,41.0,123.0,0.34,0.03,0.38,0.31,0.34,0.35,0.1,0.45,0.33,0.42,Matches,Ceará,https://fbref.com/en/squads/2f335e17/Ceara-Stats,31.0,Ceará
Bruno Ferreira,br BRA,GK,31-256,,28,2493.0,27.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Ceará,https://fbref.com/en/squads/2f335e17/Ceara-Stats,28.0,Ceará
Dieguinho,br BRA,MF,30-027,,28,2456.0,27.3,0.0,2.0,2.0,0.0,0.0,0.0,5.0,0.0,0.5,0.5,1.5,1.9,14.0,99.0,12.0,0.0,0.07,0.07,0.0,0.07,0.02,0.05,0.07,0.02,0.07,Matches,Ceará,https://fbref.com/en/squads/2f335e17/Ceara-Stats,29.0,Ceará
Matheus Bahia,br BRA,DF,26-108,,26,2282.0,25.4,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.4,0.4,1.6,2.0,53.0,85.0,103.0,0.0,0.04,0.04,0.0,0.04,0.02,0.06,0.08,0.02,0.08,Matches,Ceará,https://fbref.com/en/squads/2f335e17/Ceara-Stats,26.0,Ceará
Marllon Borges,br BRA,DF,33-225,,23,2077.0,23.1,2.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,0.6,0.6,0.0,0.6,3.0,36.0,1.0,0.09,0.0,0.09,0.09,0.09,0.02,0.0,0.03,0.02,0.03,Matches,Ceará,https://fbref.com/en/squads/2f335e17/Ceara-Stats,24.0,Ceará
Lucas Mugni,ar ARG,MF,33-319,,20,1559.0,17.3,2.0,5.0,7.0,2.0,0.0,0.0,5.0,0.0,2.0,2.0,3.2,5.1,22.0,69.0,73.0,0.12,0.29,0.4,0.12,0.4,0.11,0.18,0.3,0.11,0.3,Matches,Ceará,https://fbref.com/en/squads/2f335e17/Ceara-Stats,30.0,Ceará
Pedro Henrique,br BRA,FW,35-164,,17,1351.0,15.0,4.0,3.0,7.0,4.0,0.0,0.0,7.0,0.0,2.9,2.9,1.2,4.1,43.0,17.0,79.0,0.27,0.2,0.47,0.27,0.47,0.19,0.08,0.27,0.19,0.27,Matches,Ceará,https://fbref.com/en/squads/2f335e17/Ceara-Stats,27.0,Ceará
Fernando Sobral,br BRA,MF,30-345,,16,1385.0,15.4,1.0,0.0,1.0,1.0,0.0,0.0,7.0,0.0,0.3,0.3,0.4,0.7,11.0,76.0,17.0,0.06,0.0,0.06,0.06,0.06,0.02,0.03,0.05,0.02,0.05,Matches,Ceará,https://fbref.com/en/squads/2f335e17/Ceara-Stats,27.0,Ceará
Lourenço,br BRA,MF,28-081,,15,1351.0,15.0,2.0,1.0,3.0,2.0,0.0,1.0,4.0,0.0,1.8,0.9,1.7,2.6,15.0,80.0,34.0,0.13,0.07,0.2,0.13,0.2,0.12,0.11,0.23,0.06,0.17,Matches,Ceará,https://fbref.com/en/squads/2f335e17/Ceara-Stats,31.0,Ceará
Marcos Victor,br BRA,DF,23-336,,12,1073.0,11.9,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.1,1.0,7.0,19.0,1.0,0.0,0.08,0.08,0.0,0.08,0.07,0.01,0.08,0.07,0.08,Matches,Ceará,https://fbref.com/en/squads/2f335e17/Ceara-Stats,12.0,Ceará
Richardson,br BRA,MF,34-102,,10,784.0,8.7,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.1,0.1,0.2,0.3,9.0,32.0,2.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.03,0.01,0.03,Matches,Ceará,https://fbref.com/en/squads/2f335e17/Ceara-Stats,15.0,Ceará
Vinícius Zanocelo,br BRA,MF,24-301,,9,832.0,9.2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.3,0.3,0.2,0.6,7.0,53.0,9.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.06,0.03,0.06,Matches,Ceará,https://fbref.com/en/squads/2f335e17/Ceara-Stats,12.0,Ceará
Fernandinho,br BRA,FW,28-131,,8,825.0,9.2,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,1.9,1.9,0.5,2.3,50.0,18.0,75.0,0.0,0.11,0.11,0.0,0.11,0.2,0.05,0.25,0.2,0.25,Matches,Ceará,https://fbref.com/en/squads/2f335e17/Ceara-Stats,19.0,Ceará
Aylon,br BRA,"FW,MF",33-234,,8,763.0,8.5,2.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,2.8,2.8,0.1,2.9,8.0,17.0,46.0,0.24,0.0,0.24,0.24,0.24,0.33,0.01,0.34,0.33,0.34,Matches,Ceará,https://fbref.com/en/squads/2f335e17/Ceara-Stats,21.0,Ceará
Rafael Ramos,pt POR,"DF,FW",30-322,,7,747.0,8.3,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.1,0.1,0.5,0.6,16.0,34.0,30.0,0.0,0.0,0.0,0.0,0.0,0.02,0.06,0.07,0.02,0.07,Matches,Ceará,https://fbref.com/en/squads/2f335e17/Ceara-Stats,18.0,Ceará
Fernando Miguel,br BRA,GK,40-298,,7,657.0,7.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Ceará,https://fbref.com/en/squads/2f335e17/Ceara-Stats,8.0,Ceará
Nicolas,br BRA,DF,28-276,,6,593.0,6.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.4,0.5,16.0,24.0,36.0,0.0,0.0,0.0,0.0,0.0,0.01,0.06,0.07,0.01,0.07,Matches,Ceará,https://fbref.com/en/squads/2f335e17/Ceara-Stats,13.0,Ceará
Vinícius,br BRA,MF,34-226,,5,511.0,5.7,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,1.8,1.8,1.3,3.2,0.0,41.0,30.0,0.0,0.18,0.18,0.0,0.18,0.32,0.24,0.56,0.32,0.56,Matches,Ceará,https://fbref.com/en/squads/2f335e17/Ceara-Stats,13.0,Ceará
Paulo Baya,br BRA,"FW,MF",26-124,,3,365.0,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.5,1.2,13.0,5.0,32.0,0.0,0.0,0.0,0.0,0.0,0.18,0.12,0.3,0.18,0.3,Matches,Ceará,https://fbref.com/en/squads/2f335e17/Ceara-Stats,13.0,Ceará
Matheus Araújo,br BRA,"MF,FW",23-189,,2,270.0,3.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,0.6,1.2,7.0,15.0,18.0,0.33,0.33,0.67,0.33,0.67,0.17,0.22,0.39,0.17,0.39,Matches,Ceará,https://fbref.com/en/squads/2f335e17/Ceara-Stats,11.0,Ceará
Eder,br BRA,DF,30-236,,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.3,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.03,0.16,0.12,0.16,Matches,Ceará,https://fbref.com/en/squads/2f335e17/Ceara-Stats,2.0,Ceará
Lucas Lima,br BRA,MF,25-146,,1,127.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,1.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.09,0.05,0.14,0.09,0.14,Matches,Ceará,https://fbref.com/en/squads/2f335e17/Ceara-Stats,11.0,Ceará
Guilherme Luiz,br BRA,FW,20-216,,0,148.0,1.6,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.8,1.0,2.0,1.0,12.0,0.0,0.61,0.61,0.0,0.61,0.12,0.51,0.62,0.12,0.62,Matches,Ceará,https://fbref.com/en/squads/2f335e17/Ceara-Stats,7.0,Ceará
Romulo,br BRA,"MF,FW",24-051,,0,133.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.6,0.8,4.0,16.0,13.0,0.0,0.0,0.0,0.0,0.0,0.13,0.39,0.52,0.13,0.52,Matches,Ceará,https://fbref.com/en/squads/2f335e17/Ceara-Stats,9.0,Ceará
Lelê,br BRA,FW,28-057,,0,110.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.0,0.7,5.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.57,0.0,0.57,0.57,0.57,Matches,Ceará,https://fbref.com/en/squads/2f335e17/Ceara-Stats,7.0,Ceará
Bruno Tubarão,br BRA,"FW,DF",30-267,,0,100.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,6.0,7.0,9.0,0.0,0.0,0.0,0.0,0.0,0.05,0.02,0.07,0.05,0.07,Matches,Ceará,https://fbref.com/en/squads/2f335e17/Ceara-Stats,7.0,Ceará
Alejandro Martínez,ar ARG,FW,28-225,,0,49.0,0.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,1.0,3.0,0.0,1.84,1.84,0.0,1.84,0.03,0.09,0.12,0.03,0.12,Matches,Ceará,https://fbref.com/en/squads/2f335e17/Ceara-Stats,2.0,Ceará
Rodriguinho,br BRA,"FW,MF",22-175,,0,33.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,0.1,0.1,0.1,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.14,0.22,0.36,0.14,0.36,Matches,Ceará,https://fbref.com/en/squads/2f335e17/Ceara-Stats,4.0,Ceará
Lucca Holanda,br BRA,FW,22-239,,0,12.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Ceará,https://fbref.com/en/squads/2f335e17/Ceara-Stats,1.0,Ceará
João Victor,br BRA,FW,21-214,,0,6.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Ceará,https://fbref.com/en/squads/2f335e17/Ceara-Stats,1.0,Ceará
Richard,br BRA,GK,34-271,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,Matches,Ceará,https://fbref.com/en/squads/2f335e17/Ceara-Stats,0.0,Ceará
Keiller,br BRA,GK,29-029,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Ceará,https://fbref.com/en/squads/2f335e17/Ceara-Stats,0.0,Ceará
Gabriel Lacerda,br BRA,DF,26-090,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Ceará,https://fbref.com/en/squads/2f335e17/Ceara-Stats,0.0,Ceará
Ramon Menezes Roma,br BRA,"DF,MF",30-208,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Ceará,https://fbref.com/en/squads/2f335e17/Ceara-Stats,0.0,Ceará
Gabriel Silva,br BRA,MF,21-223,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Ceará,https://fbref.com/en/squads/2f335e17/Ceara-Stats,0.0,Ceará
Vitão,br BRA,DF,25-298,,28,2449.0,27.2,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.9,0.9,1.1,2.1,14.0,99.0,3.0,0.0,0.04,0.04,0.0,0.04,0.03,0.04,0.08,0.03,0.08,Matches,Internacional,https://fbref.com/en/squads/6f7e1f03/Internacional-Stats,28.0,Internacional
Alan Patrick,br BRA,"MF,FW",34-198,,27,2278.0,25.3,10.0,7.0,17.0,5.0,5.0,6.0,5.0,0.0,8.9,4.2,10.4,14.6,48.0,167.0,106.0,0.4,0.28,0.67,0.2,0.47,0.35,0.41,0.76,0.16,0.58,Matches,Internacional,https://fbref.com/en/squads/6f7e1f03/Internacional-Stats,27.0,Internacional
Alexandro Bernabei,ar ARG,DF,25-064,,26,2312.0,25.7,0.0,4.0,4.0,0.0,0.0,0.0,10.0,1.0,1.2,1.2,4.8,6.0,55.0,118.0,170.0,0.0,0.16,0.16,0.0,0.16,0.05,0.19,0.23,0.05,0.23,Matches,Internacional,https://fbref.com/en/squads/6f7e1f03/Internacional-Stats,27.0,Internacional
Braian Aguirre,ar ARG,DF,25-122,,25,2194.0,24.4,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.7,0.7,1.0,1.7,35.0,115.0,132.0,0.04,0.0,0.04,0.04,0.04,0.03,0.04,0.07,0.03,0.07,Matches,Internacional,https://fbref.com/en/squads/6f7e1f03/Internacional-Stats,27.0,Internacional
Thiago Maia,br BRA,MF,28-249,,22,1754.0,19.5,2.0,1.0,3.0,2.0,0.0,0.0,3.0,0.0,1.5,1.5,0.9,2.4,8.0,108.0,33.0,0.1,0.05,0.15,0.1,0.15,0.08,0.05,0.12,0.08,0.12,Matches,Internacional,https://fbref.com/en/squads/6f7e1f03/Internacional-Stats,28.0,Internacional
Rafael Borré,co COL,FW,30-073,,19,1661.0,18.5,5.0,2.0,7.0,4.0,1.0,1.0,3.0,1.0,7.5,6.6,1.2,7.8,20.0,22.0,94.0,0.27,0.11,0.38,0.22,0.33,0.41,0.07,0.47,0.36,0.42,Matches,Internacional,https://fbref.com/en/squads/6f7e1f03/Internacional-Stats,27.0,Internacional
Bruno Henrique,br BRA,MF,36-037,,19,1368.0,15.2,2.0,0.0,2.0,2.0,0.0,0.0,3.0,1.0,2.4,2.4,0.5,3.0,9.0,73.0,26.0,0.13,0.0,0.13,0.13,0.13,0.16,0.04,0.19,0.16,0.19,Matches,Internacional,https://fbref.com/en/squads/6f7e1f03/Internacional-Stats,26.0,Internacional
Juninho,br BRA,DF,29-336,,17,1457.0,16.2,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.1,1.1,0.0,1.1,7.0,50.0,3.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.07,0.06,0.07,Matches,Internacional,https://fbref.com/en/squads/6f7e1f03/Internacional-Stats,18.0,Internacional
Vitinho,br BRA,"FW,MF",26-240,,17,1437.0,16.0,5.0,1.0,6.0,5.0,0.0,0.0,4.0,0.0,4.6,4.6,2.7,7.3,36.0,33.0,133.0,0.31,0.06,0.38,0.31,0.38,0.29,0.17,0.45,0.29,0.45,Matches,Internacional,https://fbref.com/en/squads/6f7e1f03/Internacional-Stats,24.0,Internacional
Anthoni,br BRA,GK,23-308,,16,1530.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Internacional,https://fbref.com/en/squads/6f7e1f03/Internacional-Stats,18.0,Internacional
Wesley,br BRA,"FW,MF",26-242,,16,1233.0,13.7,0.0,3.0,3.0,0.0,0.0,0.0,2.0,0.0,2.3,2.3,1.8,4.1,49.0,38.0,116.0,0.0,0.22,0.22,0.0,0.22,0.17,0.13,0.3,0.17,0.3,Matches,Internacional,https://fbref.com/en/squads/6f7e1f03/Internacional-Stats,18.0,Internacional
Johan Carbonero,co COL,"FW,MF",26-130,,14,1347.0,15.0,4.0,2.0,6.0,3.0,1.0,1.0,5.0,1.0,4.0,3.2,3.7,6.9,45.0,72.0,131.0,0.27,0.13,0.4,0.2,0.33,0.27,0.24,0.51,0.21,0.46,Matches,Internacional,https://fbref.com/en/squads/6f7e1f03/Internacional-Stats,21.0,Internacional
Victor Gabriel,br BRA,DF,21-213,,13,1109.0,12.3,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.1,9.0,26.0,9.0,0.16,0.0,0.16,0.16,0.16,0.08,0.0,0.09,0.08,0.09,Matches,Internacional,https://fbref.com/en/squads/6f7e1f03/Internacional-Stats,14.0,Internacional
Bruno Tabata,br BRA,"FW,MF",28-242,,12,1065.0,11.8,3.0,0.0,3.0,2.0,1.0,1.0,4.0,1.0,3.0,2.3,1.2,3.5,45.0,73.0,107.0,0.25,0.0,0.25,0.17,0.17,0.25,0.1,0.35,0.18,0.29,Matches,Internacional,https://fbref.com/en/squads/6f7e1f03/Internacional-Stats,23.0,Internacional
Sergio Rochet,uy URU,GK,32-249,,12,1035.0,11.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Internacional,https://fbref.com/en/squads/6f7e1f03/Internacional-Stats,12.0,Internacional
Gabriel Mercado,ar ARG,DF,38-254,,10,925.0,10.3,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.3,0.3,0.1,0.4,3.0,20.0,2.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04,Matches,Internacional,https://fbref.com/en/squads/6f7e1f03/Internacional-Stats,11.0,Internacional
Clayton,br BRA,DF,25-237,,8,762.0,8.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.3,0.3,0.0,0.3,3.0,21.0,1.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,Matches,Internacional,https://fbref.com/en/squads/6f7e1f03/Internacional-Stats,11.0,Internacional
Bruno Gomes,br BRA,"MF,DF",24-237,,8,712.0,7.9,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,1.1,1.2,20.0,53.0,23.0,0.0,0.25,0.25,0.0,0.25,0.02,0.14,0.16,0.02,0.16,Matches,Internacional,https://fbref.com/en/squads/6f7e1f03/Internacional-Stats,11.0,Internacional
Alan Rodríguez,uy URU,MF,25-306,,8,698.0,7.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.5,0.2,0.7,12.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.06,0.03,0.09,0.06,0.09,Matches,Internacional,https://fbref.com/en/squads/6f7e1f03/Internacional-Stats,12.0,Internacional
Luis Otávio,br BRA,MF,18-229,,7,758.0,8.4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.4,0.4,0.0,0.4,7.0,23.0,6.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.05,0.04,0.05,Matches,Internacional,https://fbref.com/en/squads/6f7e1f03/Internacional-Stats,19.0,Internacional
Ricardo Mathias,br BRA,FW,19-125,,7,690.0,7.7,4.0,0.0,4.0,4.0,0.0,0.0,1.0,0.0,4.4,4.4,0.3,4.7,7.0,8.0,30.0,0.52,0.0,0.52,0.52,0.52,0.57,0.04,0.61,0.57,0.61,Matches,Internacional,https://fbref.com/en/squads/6f7e1f03/Internacional-Stats,19.0,Internacional
